article_doi,venue,series_ordinal_P1545,author_name_P2093
10.1145/3639297,SIGMOD,1,Kyoseung Koo
10.1145/3639297,SIGMOD,2,Sohyun Kim
10.1145/3639297,SIGMOD,3,Wonhyeon Kim
10.1145/3639297,SIGMOD,4,Yoojin Choi
10.1145/3639297,SIGMOD,5,Juhee Han
10.1145/3639297,SIGMOD,6,Bogyeong Kim
10.1145/3639297,SIGMOD,7,Bongki Moon
10.1145/3626717,SIGMOD,1,Azim Afroozeh
10.1145/3626717,SIGMOD,2,Leonardo X. Kuffo
10.1145/3626717,SIGMOD,3,Peter Boncz
10.1145/3626715,SIGMOD,1,Neha Makhija
10.1145/3626715,SIGMOD,2,Wolfgang Gatterbauer
10.1145/3639316,SIGMOD,1,Wolfgang Gatterbauer
10.1145/3639316,SIGMOD,2,Cody Dunne
10.1145/3654988,SIGMOD,1,Ouael Ben Amara
10.1145/3654988,SIGMOD,2,Sami Hadouaj
10.1145/3654988,SIGMOD,3,Niccolò Meneghetti
10.1145/3588724,SIGMOD,1,Chenhao Ye
10.1145/3588724,SIGMOD,2,Wuh-Chwen Hwang
10.1145/3588724,SIGMOD,3,Keren Chen
10.1145/3588724,SIGMOD,4,Xiangyao Yu
10.1145/3588907,SIGMOD,1,Kyle B. Deeds
10.1145/3588907,SIGMOD,2,Dan Suciu
10.1145/3588907,SIGMOD,3,Magdalena Balazinska
10.1145/3589278,SIGMOD,1,Zitan Sun
10.1145/3589278,SIGMOD,2,Xin Huang
10.1145/3589278,SIGMOD,3,Qing Liu
10.1145/3589278,SIGMOD,4,Jianliang Xu
10.1145/3588928,SIGMOD,1,Lyuheng Yuan
10.1145/3588928,SIGMOD,2,Da Yan
10.1145/3588928,SIGMOD,3,Wenwen Qu
10.1145/3588928,SIGMOD,4,Saugat Adhikari
10.1145/3588928,SIGMOD,5,Jalal Khalil
10.1145/3588928,SIGMOD,6,Cheng Long
10.1145/3588928,SIGMOD,7,Xiaoling Wang
10.1145/3589314,SIGMOD,1,Yichen Xu
10.1145/3589314,SIGMOD,2,Chenhao Ma
10.1145/3589314,SIGMOD,3,Yixiang Fang
10.1145/3589314,SIGMOD,4,Zhifeng Bao
10.1145/3589265,SIGMOD,1,Saeed Fathollahzadeh
10.1145/3589265,SIGMOD,2,Matthias Boehm
10.1145/3588682,SIGMOD,1,Sebastian Baunsgaard
10.1145/3588682,SIGMOD,2,Matthias Boehm
10.1145/3588688,SIGMOD,1,Hantian Zhang
10.1145/3588688,SIGMOD,2,Ki Hyun Tae
10.1145/3588688,SIGMOD,3,Jaeyoung Park
10.1145/3588688,SIGMOD,4,Xu Chu
10.1145/3588688,SIGMOD,5,Steven Euijong Whang
10.1145/3589289,SIGMOD,1,Dennis Treder-Tschechlov
10.1145/3589289,SIGMOD,2,Manuel Fritz
10.1145/3589289,SIGMOD,3,Holger Schwarz
10.1145/3589289,SIGMOD,4,Bernhard Mitschang
10.1145/3589270,SIGMOD,1,Zhichen Lai
10.1145/3589270,SIGMOD,2,Dalin Zhang
10.1145/3589270,SIGMOD,3,Huan Li
10.1145/3589270,SIGMOD,4,Christian S. Jensen
10.1145/3589270,SIGMOD,5,Hua Lu
10.1145/3589270,SIGMOD,6,Yan Zhao
10.1145/3589313,SIGMOD,1,Zhaomin Wu
10.1145/3589313,SIGMOD,2,Junhui Zhu
10.1145/3589313,SIGMOD,3,Qinbin Li
10.1145/3589313,SIGMOD,4,Bingsheng He
10.1145/3588911,SIGMOD,1,Reham Omar
10.1145/3588911,SIGMOD,2,Ishika Dhall
10.1145/3588911,SIGMOD,3,Panos Kalnis
10.1145/3588911,SIGMOD,4,Essam Mansour
10.1145/3589285,SIGMOD,1,Niv Dayan
10.1145/3589285,SIGMOD,2,Ioana Bercea
10.1145/3589285,SIGMOD,3,Pedro Reviriego
10.1145/3589285,SIGMOD,4,Rasmus Pagh
10.1145/3588694,SIGMOD,1,Bo Huang
10.1145/3588694,SIGMOD,2,Victor Junqiu Wei
10.1145/3588694,SIGMOD,3,Raymond Chi-Wing Wong
10.1145/3588694,SIGMOD,4,Bo Tang
10.1145/3588927,SIGMOD,1,Immanuel Haffner
10.1145/3588927,SIGMOD,2,Jens Dittrich
10.1145/3588946,SIGMOD,1,Manuel Schönberger
10.1145/3588946,SIGMOD,2,Stefanie Scherzinger
10.1145/3588946,SIGMOD,3,Wolfgang Mauerer
10.1145/3589269,SIGMOD,1,Nikhil Sheoran
10.1145/3589269,SIGMOD,2,Supawit Chockchowwat
10.1145/3589269,SIGMOD,3,Arav Chheda
10.1145/3589269,SIGMOD,4,Suwen Wang
10.1145/3589269,SIGMOD,5,Riya Verma
10.1145/3589269,SIGMOD,6,Yongjoo Park
10.1145/3589282,SIGMOD,1,Jianyang Gao
10.1145/3589282,SIGMOD,2,Cheng Long
10.1145/3588723,SIGMOD,1,Nuno Faria
10.1145/3588723,SIGMOD,2,José Pereira
10.1145/3589306,SIGMOD,1,Haoqiong Bian
10.1145/3589306,SIGMOD,2,Tiannan Sha
10.1145/3589306,SIGMOD,3,Anastasia Ailamaki
10.1145/3589259,SIGMOD,1,Letong Wang
10.1145/3589259,SIGMOD,2,Xiaojun Dong
10.1145/3589259,SIGMOD,3,Yan Gu
10.1145/3589259,SIGMOD,4,Yihan Sun
10.1145/3588955,SIGMOD,1,Samira Akili
10.1145/3588955,SIGMOD,2,Steven Purtzel
10.1145/3588955,SIGMOD,3,Matthias Weidlich
10.1145/3588929,SIGMOD,1,Youri Kaminsky
10.1145/3588929,SIGMOD,2,Eduardo H. M. Pena
10.1145/3588929,SIGMOD,3,Felix Naumann
10.1145/3514221.3517850,SIGMOD,1,Thomas Hütter
10.1145/3514221.3517850,SIGMOD,2,Nikolaus Augsten
10.1145/3514221.3517850,SIGMOD,3,Christoph M. Kirsch
10.1145/3514221.3517850,SIGMOD,4,Michael J. Carey
10.1145/3514221.3517850,SIGMOD,5,Chen Li
10.1145/3514221.3526129,SIGMOD,1,Dmitrii Babaev
10.1145/3514221.3526129,SIGMOD,2,Nikita Ovsov
10.1145/3514221.3526129,SIGMOD,3,Ivan Kireev
10.1145/3514221.3526129,SIGMOD,4,Maria Ivanova
10.1145/3514221.3526129,SIGMOD,5,Gleb Gusev
10.1145/3514221.3526129,SIGMOD,6,Ivan Nazarov
10.1145/3514221.3526129,SIGMOD,7,Alexander Tuzhilin
10.1145/3514221.3517848,SIGMOD,1,Alexander Isenko
10.1145/3514221.3517848,SIGMOD,2,Ruben Mayer
10.1145/3514221.3517848,SIGMOD,3,Jeffrey Jedele
10.1145/3514221.3517848,SIGMOD,4,Hans-Arno Jacobsen
10.1145/3514221.3517866,SIGMOD,1,Hadar Sivan
10.1145/3514221.3517866,SIGMOD,2,Moshe Gabel
10.1145/3514221.3517866,SIGMOD,3,Assaf Schuster
10.1145/3514221.3517830,SIGMOD,1,Qichen Wang
10.1145/3514221.3517830,SIGMOD,2,Ke Yi
10.1145/3514221.3526125,SIGMOD,1,Zhaoguo Wang
10.1145/3514221.3526125,SIGMOD,2,Zhou Zhou
10.1145/3514221.3526125,SIGMOD,3,Yicun Yang
10.1145/3514221.3526125,SIGMOD,4,Haoran Ding
10.1145/3514221.3526125,SIGMOD,5,Gansen Hu
10.1145/3514221.3526125,SIGMOD,6,Ding Ding
10.1145/3514221.3526125,SIGMOD,7,Chuzhe Tang
10.1145/3514221.3526125,SIGMOD,8,Haibo Chen
10.1145/3514221.3526125,SIGMOD,9,Jinyang Li
10.1145/3514221.3526172,SIGMOD,1,Yijian Liu
10.1145/3514221.3526172,SIGMOD,2,Li Su
10.1145/3514221.3526172,SIGMOD,3,Vivek Shah
10.1145/3514221.3526172,SIGMOD,4,Yongluan Zhou
10.1145/3514221.3526172,SIGMOD,5,Marcos Antonio Vaz Salles
10.1145/3514221.3517899,SIGMOD,1,Wenjia He
10.1145/3514221.3517899,SIGMOD,2,Michael Cafarella
10.1145/3514221.3517887,SIGMOD,1,Andrea Rossi
10.1145/3514221.3517887,SIGMOD,2,Donatella Firmani
10.1145/3514221.3517887,SIGMOD,3,Paolo Merialdo
10.1145/3514221.3517887,SIGMOD,4,Tommaso Teofili
10.1145/3514221.3526183,SIGMOD,1,Paul Boniol
10.1145/3514221.3526183,SIGMOD,2,Mohammed Meftah
10.1145/3514221.3526183,SIGMOD,3,Emmanuel Remy
10.1145/3514221.3526183,SIGMOD,4,Themis Palpanas
10.1145/3514221.3526149,SIGMOD,1,Sainyam Galhotra
10.1145/3514221.3526149,SIGMOD,2,Amir Gilad
10.1145/3514221.3526149,SIGMOD,3,Sudeepa Roy
10.1145/3514221.3526149,SIGMOD,4,Babak Salimi
10.1145/3514221.3517864,SIGMOD,1,Sainyam Galhotra
10.1145/3514221.3517864,SIGMOD,2,Anna Fariha
10.1145/3514221.3517864,SIGMOD,3,Raoni Lourenço
10.1145/3514221.3517864,SIGMOD,4,Juliana Freire
10.1145/3514221.3517864,SIGMOD,5,Alexandra Meliou
10.1145/3514221.3517864,SIGMOD,6,Divesh Srivastava
10.1145/3514221.3526146,SIGMOD,1,David Tench
10.1145/3514221.3526146,SIGMOD,2,Evan West
10.1145/3514221.3526146,SIGMOD,3,Victor Zhang
10.1145/3514221.3526146,SIGMOD,4,Michael A. Bender
10.1145/3514221.3526146,SIGMOD,5,Abiyaz Chowdhury
10.1145/3514221.3526146,SIGMOD,6,J. Ahmed Dellas
10.1145/3514221.3526146,SIGMOD,7,Martin Farach-Colton
10.1145/3514221.3526146,SIGMOD,8,Tyler Seip
10.1145/3514221.3526146,SIGMOD,9,Kenny Zhang
10.1145/3514221.3517865,SIGMOD,1,Dong Wei
10.1145/3514221.3517865,SIGMOD,2,Md Mouinul Islam
10.1145/3514221.3517865,SIGMOD,3,Baruch Schieber
10.1145/3514221.3517865,SIGMOD,4,Senjuti Basu Roy
10.1145/3514221.3526144,SIGMOD,1,Dan Olteanu
10.1145/3514221.3526144,SIGMOD,2,Nils Vortmeier
10.1145/3514221.3526144,SIGMOD,3,Đorđe Zivanović
10.1145/3448016.3452793,SIGMOD,1,Shuhao Zhang
10.1145/3448016.3452793,SIGMOD,2,Yancan Mao
10.1145/3448016.3452793,SIGMOD,3,Jiong He
10.1145/3448016.3452793,SIGMOD,4,Philipp M. Grulich
10.1145/3448016.3452793,SIGMOD,5,Steffen Zeuch
10.1145/3448016.3452793,SIGMOD,6,Bingsheng He
10.1145/3448016.3452793,SIGMOD,7,Richard T. B. Ma
10.1145/3448016.3452793,SIGMOD,8,Volker Markl
10.1145/3448016.3457301,SIGMOD,1,Vadim Arzamasov
10.1145/3448016.3457301,SIGMOD,2,Klemens Böhm
10.1145/3448016.3452802,SIGMOD,1,Benwei Shi
10.1145/3448016.3452802,SIGMOD,2,Zhuoyue Zhao
10.1145/3448016.3452802,SIGMOD,3,Yanqing Peng
10.1145/3448016.3452802,SIGMOD,4,Feifei Li
10.1145/3448016.3452802,SIGMOD,5,Jeff M. Phillips
10.1145/3448016.3452788,SIGMOD,1,Arnab Phani
10.1145/3448016.3452788,SIGMOD,2,Benjamin Rath
10.1145/3448016.3452788,SIGMOD,3,Matthias Boehm
10.1145/3448016.3452795,SIGMOD,1,Anna Fariha
10.1145/3448016.3452795,SIGMOD,2,Ashish Tiwari
10.1145/3448016.3452795,SIGMOD,3,Arjun Radhakrishna
10.1145/3448016.3452795,SIGMOD,4,Sumit Gulwani
10.1145/3448016.3452795,SIGMOD,5,Alexandra Meliou
10.1145/3448016.3457549,SIGMOD,1,Sebastian Baunsgaard
10.1145/3448016.3457549,SIGMOD,2,Matthias Boehm
10.1145/3448016.3457549,SIGMOD,3,Ankit Chaudhary
10.1145/3448016.3457549,SIGMOD,4,Behrouz Derakhshan
10.1145/3448016.3457549,SIGMOD,5,Stefan Geißelsöder
10.1145/3448016.3457549,SIGMOD,6,Philipp M. Grulich
10.1145/3448016.3457549,SIGMOD,7,Michael Hildebrand
10.1145/3448016.3457549,SIGMOD,8,Kevin Innerebner
10.1145/3448016.3457549,SIGMOD,9,Volker Markl
10.1145/3448016.3457549,SIGMOD,10,Claus Neubauer
10.1145/3448016.3457549,SIGMOD,11,Sarah Osterburg
10.1145/3448016.3457549,SIGMOD,12,Olga Ovcharenko
10.1145/3448016.3457549,SIGMOD,13,Sergey Redyuk
10.1145/3448016.3457549,SIGMOD,14,Tobias Rieger
10.1145/3448016.3457549,SIGMOD,15,Alireza Rezaei Mahdiraji
10.1145/3448016.3457549,SIGMOD,16,Sebastian Benjamin Wrede
10.1145/3448016.3457549,SIGMOD,17,Steffen Zeuch
10.1145/3448016.3457268,SIGMOD,1,Jan Mühlig
10.1145/3448016.3457268,SIGMOD,2,Jens Teubner
10.1145/3448016.3457331,SIGMOD,1,Quinton Yong
10.1145/3448016.3457331,SIGMOD,2,Mahdi Hajiabadi
10.1145/3448016.3457331,SIGMOD,3,Venkatesh Srinivasan
10.1145/3448016.3457331,SIGMOD,4,Alex Thomo
10.1145/3448016.3459246,SIGMOD,1,Chenjie Li
10.1145/3448016.3459246,SIGMOD,2,Zhengjie Miao
10.1145/3448016.3459246,SIGMOD,3,Qitian Zeng
10.1145/3448016.3459246,SIGMOD,4,Boris Glavic
10.1145/3448016.3459246,SIGMOD,5,Sudeepa Roy
10.1145/3448016.3457304,SIGMOD,1,Bo Zhao
10.1145/3448016.3457304,SIGMOD,2,Han van der Aa
10.1145/3448016.3457304,SIGMOD,3,Thanh Tam Nguyen
10.1145/3448016.3457304,SIGMOD,4,Quoc Viet Hung Nguyen
10.1145/3448016.3457304,SIGMOD,5,Matthias Weidlich
10.1145/3448016.3457323,SIGMOD,1,Svetlana Sagadeeva
10.1145/3448016.3457323,SIGMOD,2,Matthias Boehm
10.1145/3448016.3452798,SIGMOD,1,Yannis Foufoulas
10.1145/3448016.3452798,SIGMOD,2,Lefteris Sidirourgos
10.1145/3448016.3452798,SIGMOD,3,Eleftherios Stamatogiannakis
10.1145/3448016.3452798,SIGMOD,4,Yannis Ioannidis
10.1145/3448016.3457244,SIGMOD,1,Leonhard Spiegelberg
10.1145/3448016.3457244,SIGMOD,2,Rahul Yesantharao
10.1145/3448016.3457244,SIGMOD,3,Malte Schwarzkopf
10.1145/3448016.3457244,SIGMOD,4,Tim Kraska
10.1145/3448016.3457284,SIGMOD,1,Eliana Pastor
10.1145/3448016.3457284,SIGMOD,2,Luca de Alfaro
10.1145/3448016.3457284,SIGMOD,3,Elena Baralis
10.1145/3448016.3457278,SIGMOD,1,Tom Tseng
10.1145/3448016.3457278,SIGMOD,2,Laxman Dhulipala
10.1145/3448016.3457278,SIGMOD,3,Julian Shun
10.1145/3448016.3452791,SIGMOD,1,Su Feng
10.1145/3448016.3452791,SIGMOD,2,Boris Glavic
10.1145/3448016.3452791,SIGMOD,3,Aaron Huber
10.1145/3448016.3452791,SIGMOD,4,Oliver A. Kennedy
10.1145/3448016.3452840,SIGMOD,1,Yesdaulet Izenov
10.1145/3448016.3452840,SIGMOD,2,Asoke Datta
10.1145/3448016.3452840,SIGMOD,3,Florin Rusu
10.1145/3448016.3452840,SIGMOD,4,Jun Hyung Shin
10.1145/3448016.3457320,SIGMOD,1,Pedro F. Silvestre
10.1145/3448016.3457320,SIGMOD,2,Marios Fragkoulis
10.1145/3448016.3457320,SIGMOD,3,Diomidis Spinellis
10.1145/3448016.3457320,SIGMOD,4,Asterios Katsifodimos
10.1145/3448016.3457292,SIGMOD,1,Björn Daase
10.1145/3448016.3457292,SIGMOD,2,Lars Jonas Bollmeier
10.1145/3448016.3457292,SIGMOD,3,Lawrence Benson
10.1145/3448016.3457292,SIGMOD,4,Tilmann Rabl
10.1145/3318464.3389742,SIGMOD,1,Riccardo Cappuzzo
10.1145/3318464.3389742,SIGMOD,2,Paolo Papotti
10.1145/3318464.3389742,SIGMOD,3,Saravanan Thirumuruganathan
10.1145/3318464.3389697,SIGMOD,1,Chenhao Ma
10.1145/3318464.3389697,SIGMOD,2,Yixiang Fang
10.1145/3318464.3389697,SIGMOD,3,Reynold Cheng
10.1145/3318464.3389697,SIGMOD,4,Laks V.S. Lakshmanan
10.1145/3318464.3389697,SIGMOD,5,Wenjie Zhang
10.1145/3318464.3389697,SIGMOD,6,Xuemin Lin
10.1145/3318464.3380599,SIGMOD,1,Farahnaz Akrami
10.1145/3318464.3380599,SIGMOD,2,Mohammed Samiul Saeef
10.1145/3318464.3380599,SIGMOD,3,Qingheng Zhang
10.1145/3318464.3380599,SIGMOD,4,Wei Hu
10.1145/3318464.3380599,SIGMOD,5,Chengkai Li
10.1145/3318464.3380577,SIGMOD,1,Krishna Kumar P.
10.1145/3318464.3380577,SIGMOD,2,Paul Langton
10.1145/3318464.3380577,SIGMOD,3,Wolfgang Gatterbauer
10.1145/3318464.3389778,SIGMOD,1,Yifan Lei
10.1145/3318464.3389778,SIGMOD,2,Qiang Huang
10.1145/3318464.3389778,SIGMOD,3,Mohan Kankanhalli
10.1145/3318464.3389778,SIGMOD,4,Anthony K. H. Tung
10.1145/3318464.3389763,SIGMOD,1,Raoni Lourenço
10.1145/3318464.3389763,SIGMOD,2,Juliana Freire
10.1145/3318464.3389763,SIGMOD,3,Dennis Shasha
10.1145/3318464.3389732,SIGMOD,1,Leilani Battle
10.1145/3318464.3389732,SIGMOD,2,Philipp Eichmann
10.1145/3318464.3389732,SIGMOD,3,Marco Angelini
10.1145/3318464.3389732,SIGMOD,4,Tiziana Catarci
10.1145/3318464.3389732,SIGMOD,5,Giuseppe Santucci
10.1145/3318464.3389732,SIGMOD,6,Yukun Zheng
10.1145/3318464.3389732,SIGMOD,7,Carsten Binnig
10.1145/3318464.3389732,SIGMOD,8,Jean-Daniel Fekete
10.1145/3318464.3389732,SIGMOD,9,Dominik Moritz
10.1145/3318464.3389712,SIGMOD,1,Qiange Wang
10.1145/3318464.3389712,SIGMOD,2,Yanfeng Zhang
10.1145/3318464.3389712,SIGMOD,3,Hao Wang
10.1145/3318464.3389712,SIGMOD,4,Liang Geng
10.1145/3318464.3389712,SIGMOD,5,Rubao Lee
10.1145/3318464.3389712,SIGMOD,6,Xiaodong Zhang
10.1145/3318464.3389712,SIGMOD,7,Ge Yu
10.1145/3318464.3389703,SIGMOD,1,Pengfei Li
10.1145/3318464.3389703,SIGMOD,2,Hua Lu
10.1145/3318464.3389703,SIGMOD,3,Qian Zheng
10.1145/3318464.3389703,SIGMOD,4,Long Yang
10.1145/3318464.3389703,SIGMOD,5,Gang Pan
10.1145/3318464.3380598,SIGMOD,1,Prashant Pandey
10.1145/3318464.3380598,SIGMOD,2,Shikha Singh
10.1145/3318464.3380598,SIGMOD,3,Michael A. Bender
10.1145/3318464.3380598,SIGMOD,4,Jonathan W. Berry
10.1145/3318464.3380598,SIGMOD,5,Martín Farach-Colton
10.1145/3318464.3380598,SIGMOD,6,Rob Johnson
10.1145/3318464.3380598,SIGMOD,7,Thomas M. Kroeger
10.1145/3318464.3380598,SIGMOD,8,Cynthia A. Phillips
10.1145/3318464.3380582,SIGMOD,1,Yiqiu Wang
10.1145/3318464.3380582,SIGMOD,2,Yan Gu
10.1145/3318464.3380582,SIGMOD,3,Julian Shun
